title,tag,info,comments,content
行者无疆,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2012-11-1 / 32.00元,(994人评价),15年前余秋雨开始以长途旅行方式实地考察文化。他从国内走到国外，从中华文明走到了其他文明。这期间，他以《文化苦旅》和《山河之书》作为考察中华文明的记录，以《...
中国文化课,豆瓣图书标签: 余秋雨,余秋雨 / 中国青年出版社 / 2019-8 / 128.00元,(647人评价),"★ 余秋雨总结性重磅作品，数十年写作主线汇聚于此！
如果说成为几代人传统文化启蒙读本的《文化苦旅》是开端，那么《中国文化课》就是总结。

★ 第壹次以通俗的..."
行者无疆,豆瓣图书标签: 余秋雨,余秋雨 / 华艺出版社 / 2001-10 / 22.00元,(26592人评价),"2000年8月到2001年1月的这6个月，余秋雨走过了欧洲26个国家96个城市。《行者无疆》记录了作者在旅程中的全部感受，为一部考察西方文明的随笔集。
余秋..."
中国文脉,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2012-11 / 38.00元,(2492人评价),《中国文脉》是继《文化苦旅》之后，余秋雨教授最重要的作品，也是当今中国当代文史领域最重要的作品之一。余秋雨教授感叹当前“文脉既隐，小丘称峰；健翅已远，残羽称...
千年一叹,豆瓣图书标签: 余秋雨,余秋雨 / 作家出版社 / 2002-10 / 35.00元,(24041人评价),余秋雨作为特邀嘉宾，参与了香港凤凰卫视组织的大型跨国采访报道活动——“千禧之旅”，过程中所写的日记及散文在国内外多家报纸同步发表后引起较大反响。《千年一叹》...
艺术创造学,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2019-4-1 / 48.00元,(617人评价),《艺术创造学》原名为《艺术创造工程》，本是作者的一份课堂讲稿，是余秋雨先生多年前在艺术教育的第一线进行了探索的成果之一，篇幅不大，却把古今中外对艺术的至高认...
千年一叹,豆瓣图书标签: 余秋雨,余秋雨 / 作家出版社 / 2002-10 / 35.00元,(5922人评价),余秋雨作为特邀嘉宾，参与了香港凤凰卫视组织的大型跨国采访报道活动——“千禧之旅”，过程中所写的日记及散文在国内外多家报纸同步发表后引起较大反响。《千年一叹》...
寻觅中华,豆瓣图书标签: 余秋雨,余秋雨 / 作家出版社 / 2008-5 / 38.00元,(1652人评价),"一路上写的书已经不少。由于读的人多，遇到了意想不到的盗版狂潮。
作者的书在国内的盗版本，早已是正版本的十倍左右。前些年应邀去美国华盛顿国会图书馆演讲，馆方非..."
给青少年的中国文化课,豆瓣图书标签: 余秋雨,余秋雨 / 北京联合出版公司 / 2020-7 / 96.00元,(14人评价),"★余秋雨给青少年的中国文化必修课！
中国传统文化浩如烟海：“太多了！”“太难了！”“记不住！”“有用吗？”
【国民作家】【教育专家】【传播中国文化的坐标式人..."
文化苦旅,豆瓣图书标签: 余秋雨,余秋雨 / 东方出版中心 / 1992-03 / 20.00元,(6645人评价),《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。
霜冷长河,豆瓣图书标签: 余秋雨,余秋雨 / 作家出版社 / 2000-1 / 32.00元,(10954人评价),"《霜冷长河》自序

余秋雨 

几年前，有一次我到北京一位朋友那里却玩，见到一位异人。他见到我，双目炯炯地逼视良久，便说：“这位先生，你从小是不是产..."
观众心理学,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2013-8-1 / 38.00元,(187人评价),"本书曾获“上海市哲学、社会科学著作奖”。
当代美学的起点是＂接受美学＂，也就是审美心理美学。本书是中国在这一领域的奠基之作。
余秋雨编写这部教材的主旨在于：..."
君子之道,豆瓣图书标签: 余秋雨,余秋雨 / 北京联合出版有限责任公司 / 2014-8 / 38.00,(905人评价),中华文化的终极成果，是中国人的集体人格。复兴中华文化，也就是寻找和优化中国人的集体人格。而“君子”便是中国传统文化中理想的人格模式。本书以“君子之道”为入口...
泥步修行,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2017-6-1 / 39.8,(448人评价),"《泥步修行》是余秋雨教授系统阐释人生修行的归结性著作，用优雅的哲理散文写成。他把修行分为“破惑”、“问道”、“安顿”三大环节，并由此构成本书的三个部分。
“..."
﻿约等于无忧,豆瓣图书标签: 落落,落落 / 海天出版社 / 2020-8-31 / 39.80元,(81人评价),"风雨后总会晴空万里，
最低点之后就迎来了爬升，
荆棘最终总是开出花朵，
那么，我们的人生在不断前进，前进，前进之后——是否约等于无忧？
著名作家、导演落落最..."
须臾,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2008-6 / 24.80元,(24630人评价),《须臾》是继落落首部随笔集《不朽》后推出的图文随笔集。收录了落落的全新散文，和旅行中自己拍摄的图片，记录了旅行途中反复听的歌，不断遇见的人，时刻忆起的小时候...
不朽,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2007-12 / 22.00,(27513人评价),落落在《不朽》中，记录了“80后”这代人的成长轨迹，“所有过去发生过的事情，在我的记忆中它们留下的形状。每个人的成长中能碰到各种美好或不美好的记忆，小时候被...
那些生命中温暖而美好的事情,豆瓣图书标签: 落落,落落 / 黑龙江美术出版社 / 2005-11 / 22.80元,(21746人评价),"典藏青春的爱与梦
校园女王落落经典小说集精装上阵
《那些生命中温暖而美好的事情》精装版
尽受郭敬明“如同阳光一样难能可贵”赞誉的温暖系小说领军之作，超人气青..."
文艺风象•燃,豆瓣图书标签: 落落,落落 / 海天出版社 / 2020-8-31 / 29.80,(25人评价),"我们总会经历告别。
而这个世界上最好的告别呀，就是像第一次见面那样，看见了，微笑了，确认过彼此了。
纵使时间过去，纵使空间改变，我们内心中都满溢着最初的惊喜..."
年华是无效信,豆瓣图书标签: 落落,落落 / 春风文艺出版社 / 2005-2 / 20.00元,(41293人评价),在任何传说中，友情永远以无暇而美丽的姿态根生在青春的土壤上，迎风摇曳她们美好的叶瓣。女孩子们将友情具象为结伴成行、同喜同悲、片刻不离等等亲密的举动，好像生来...
有生之年,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2014-12 / CNY 58.00,(1275人评价),"编辑推荐
校园女王、《文艺风象》主编落落继《不朽》《须臾》《千秋》《万象》之后，蛰伏三年力推全新摄影图文集《有生之年》。全书一套两册，图文并茂，落笔生花，全..."
万象,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2011-7 / 39.00元,(5222人评价),继2008年出版的《不朽》《须臾》三年之后，落落推出第二套系列书——《千秋》《万象》。摄影图文集《万象》收录落落多次旅行中遇见的一些人事物的摄影作品和全新散...
下一站·那不勒斯,豆瓣图书标签: 落落,郭敬明、落落、安东尼、消失宾妮、痕痕、琉玄 / 长江文艺出版社 / 2014-6-20 / 32.80元,(502人评价),《下一站那不勒斯》是最世文化明星书系“下一站”系列第七站，中国畅销神话缔造者郭敬明携最世人气作家落落、安东尼、痕痕、消失宾妮、琉玄来到了意大利第三大城市——...
下一站·法国南部,豆瓣图书标签: 落落,郭敬明、落落、笛安、安东尼、恒殊 / 长江文艺出版社 / 2013-9-15 / 29.8,(573人评价),以旅行记录的方式，分享巍峨壮丽的城墙，饱经沧桑的大主教宫殿朝圣历史，他们身处世界上最古老的葡萄庄园，上百年阳光的味道仿佛在舌尖跳跃；他们亲临无数艺术家灵感的...
下一站·神奈川,豆瓣图书标签: 落落,郭敬明、落落、笛安、消失宾妮、王小立 / 长江文艺出版社 / 2011-3 / 26.80元,(2781人评价),《下一站神奈川》收录了笛安、落落、消失宾妮、王小立等人人均各2万字的散文、短篇小说，细度描绘了神奈川的神社，勾勒了富士山之旅，横滨港见闻，还包括轻松惬意的温...
尘埃星球,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2009-6 / 22.80元,(27436人评价),正值花季的少年夏圣轩和夏政均是离异家庭的单亲子女。两家比邻而居，两人既是朋友又如兄弟，有一种专属于少年间的微妙的羁绊。但是由于两人父母再度结合，使少年们的心...
剩者为王,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2011-1-1 / 26.80元,(11164人评价),剩者为王，ISBN：9787535446381，作者：落落 著
下一站台北,豆瓣图书标签: 落落,郭敬明、落落、安东尼、痕痕、李枫 / 长江文艺出版社 / 2012-8 / 29.80元,(1194人评价),《下一站•台北》内容简介：最世著名作家郭敬明、落落、安东尼、李枫，作家经纪部总监痕痕，美术总监胡小西、设计师李安，一行人组成的拜访旅行团，游历台湾，太平洋、...
千秋,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2011-5 / 28.80元,(7899人评价),继2008年出版的《不朽》《须臾》之后，落落推出第二套“作品集+图文随笔集”系列书——《千秋》《万象》。《千秋》收录落落2008年至2011年以来最优秀个人...
年华是无效信,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2010-04-18 / 24.80元,(10091人评价),"它在读者评价中，一直占据着温暖与呵护的第一名。
它被誉为唯一一部诠释了年轻人理想中的青春的小说。
自2005年上市以来创造畅销奇迹！开辟青春文学新生代的全新..."
岛（Vol.10）,豆瓣图书标签: 落落,郭敬明 主编 / 春风文艺出版社 / 2008-3 / 20.00元,(3363人评价),郭敬明、落落、七堇年、林汐带来《我们的存在》，带领我们一起回到那些“存在时”神奇而又闪光的时刻；年年细致华丽的绘画为你呈现魔幻史诗故事《美杜莎的恋人》；摄影...
剩者为王Ⅱ,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2012-11-11 / 25.00元,(3040人评价),《剩者为王2》女主角盛如羲，1980年出生，女，未婚，一个典型的现代剩女。经过多年的努力，工作有一定的成果，但是却迟迟没有对象，孤单一人。同样情况还有盛如羲...
下一站·哥本哈根,豆瓣图书标签: 落落,郭敬明、落落、安东尼、陈晨、琉玄 / 长江文艺出版社 / 2015-5-10 / 32.80,(241人评价),《下一站•哥本哈根》作为“下一站”系列的第八本作品，一如既往地延续了该系列华美的设计感与浓厚的人文气息，超人气作家的豪华阵容，匠心独具的版面设计，共同构建出...
﻿人类简史,豆瓣图书标签: 历史,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(139336人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
万历十五年,豆瓣图书标签: 历史,[美] 黄仁宇 / 生活·读书·新知三联书店 / 1997-5 / 18.00元,(150162人评价),万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件，...
明朝那些事儿（1-9）,豆瓣图书标签: 历史,当年明月 / 中国海关出版社 / 2009-4 / 358.20元,(97414人评价),《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人...
中国历代政治得失,豆瓣图书标签: 历史,钱穆 / 生活·读书·新知三联书店 / 2001 / 12.00元,(45740人评价),《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观...
埃及、希腊与罗马,豆瓣图书标签: 历史,[英] 查尔斯·弗里曼 / 李大维、刘亮 / 后浪丨民主与建设出版社 / 2020-9 / 168.00元,(67人评价),"牛津大学出版社20年修订3版，英语世界古代地中海文明通史标准读本
融最新考古发现、文献解读与游记笔调于一体
政治、军事、文化、艺术多角度立体呈现
88幅精美..."
枪炮、病菌与钢铁,豆瓣图书标签: 历史,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(34209人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
两京十五日,豆瓣图书标签: 历史,马伯庸 / 湖南文艺出版社 / 2020-7 / 108.00元,(4056人评价),"《两京十五日》是马伯庸创作的一本长篇历史小说。
本书故事源于《明史》里关于朱瞻基的一段真实记载——“夏四月，以南京地屡震，命往居守。五月庚辰，仁宗不豫，玺书..."
